feature_id;pim_attribute_code;ignore_flag;feature_type;feature_name;feature_description;feature_unit
12783;icecat_12783;0;;"One-piece construction";;
30171;icecat_30171;0;numerical;"USB port current";;A
9374;icecat_9374;0;numerical;"Micro HDMI ports quantity";;
5125;icecat_5125;0;numerical;"Premium sound box";;W
8378;icecat_8378;0;numerical;"Folded length";;mm
10566;icecat_10566;0;y_n;"Local Search";;
17117;icecat_17117;0;;"Open Pluggable Specification (OPS) device cover";;
12136;icecat_12136;0;y_n;"Filtration system";;
25801;icecat_25801;0;;"Support for ironing";;
3297;icecat_3297;0;numerical;"Power consumption (printing)";;W
25371;icecat_25371;0;;"Last order date";;
25395;icecat_25395;0;;"M.2 card slot (wireless)";;
26551;icecat_26551;0;numerical;"L-arginine content (per serving)";;mg
8018;icecat_8018;0;numerical;"Flatbed scan speed (b/w, A3)";;sec/page
24292;icecat_24292;0;;"TV without table-top stand (W x H x D)";;mm
23719;icecat_23719;0;y_n;"Dry-top snorkel";;
25658;icecat_25658;0;numerical;"Compatible chair seat depth (min)";;mm
7211;icecat_7211;0;range;"Analog input gain";;dB
2535;icecat_2535;0;y_n;"Concealed heating element";;
17664;icecat_17664;0;;"Multi-interface shoe";;
27296;icecat_27296;0;y_n;"Foot controller included";;
22724;icecat_22724;0;y_n;"On-screen annotation";;
7588;icecat_7588;0;numerical;"Flow rate";"The speed at which gas/liquid moves through a pipe etc.";l/h
24484;icecat_24484;0;y_n;"Nipple brush";;
15877;icecat_15877;0;multi_dropdown;"Cloud services supported";;
25063;icecat_25063;0;y_n;"Control unit included";;
15349;icecat_15349;0;y_n;"Cuticle oil";;
2843;icecat_2843;0;numerical;"Cartridges quantity";;pc(s)
12696;icecat_12696;0;y_n;"Non-scratching teeth";;
25819;icecat_25819;0;;"Private & secure";;
16903;icecat_16903;0;;"Fridge capacity";;
28312;icecat_28312;0;y_n;"Integrated branch cutter";;
27106;icecat_27106;0;numerical;"Sodium content (per 200 ml ready-to-drink beverage)";;g
12496;icecat_12496;0;;"Thinsulate carrier";;pc(s)
12544;icecat_12544;0;;"Easy-open lid";;
25630;icecat_25630;0;numerical;"Number of curtain rod brackets";;
12922;icecat_12922;0;;"Single sheet bypass";;
562;icecat_562;0;multi_dropdown;"All-in-one functions";"List of All-in-One products' top-level functions; do not include AIO features such as fax forwarding or speed dialing";
13542;icecat_13542;0;numerical;"Maximum build speed";;mm³/s
2531;icecat_2531;0;numerical;"Pump pressure";;bar
6207;icecat_6207;0;numerical;"Number of voice channels supported (max)";;
17907;icecat_17907;0;y_n;"General Purpose IO";;
13572;icecat_13572;0;numerical;"Nominal value";"The value of voltage, cost etc. that is used/produced by the device in theory. The value in reality may be different from this.";
5204;icecat_5204;0;y_n;"Rechargeable battery";;
10597;icecat_10597;0;y_n;"Bottle included";;
28857;icecat_28857;0;numerical;"Leading edge bounce angle";;°
31193;icecat_31193;0;numerical;"L-leucine content (per tablet)";;mg
9501;icecat_9501;0;text;"Resistance system";;
24872;icecat_24872;0;numerical;"Gas consumption";;g/24h
8414;icecat_8414;0;multi_dropdown;"Presenter functions";"The modes which can be used for doing presentations.";
20805;icecat_20805;0;y_n;"Magnets included";;
720;icecat_720;0;numerical;"Print speed (colour, full page colour, best quality, A4)";;ppm
22400;icecat_22400;0;y_n;"Melamine free";;
22534;icecat_22534;0;numerical;"Number of flaps";;
19123;icecat_19123;0;numerical;"Head SAR (Canada)";;W/kg
13516;icecat_13516;0;numerical;Throughput;;Mpps
16328;icecat_16328;0;;"Doors width";;mm
25967;icecat_25967;0;numerical;"Number of shoe pairs";;
7154;icecat_7154;0;numerical;"Number of crepe areas";"The number of places where crepes (pancakes) can be made.";
20820;icecat_20820;0;numerical;"Blower power";;W
1500;icecat_1500;0;text;LAN/WAN;;
20544;icecat_20544;0;y_n;"Coffee machine included";;
16037;icecat_16037;0;;"Extra standby time";;
6610;icecat_6610;0;text;"Steel frame";;
11162;icecat_11162;0;y_n;"Rear volume control";;
2541;icecat_2541;0;y_n;Self-cleaning;"The device cleans itself.";
18237;icecat_18237;0;;"JPEG/MP3 playback";;
14383;icecat_14383;0;;"Still image size (20M, 3:2 mode, 5472 x 3648)";;
27355;icecat_27355;0;numerical;"Disco ball weight";;g
26049;icecat_26049;0;dropdown;"Mattress firmness";;
13035;icecat_13035;0;;"USB charging voltage";;V
29378;icecat_29378;0;y_n;"Low flare & ghost";;
16631;icecat_16631;0;;"Weight without carrying case";;g
4160;icecat_4160;0;text;"Front / Side connections";;
24153;icecat_24153;0;;"Epilator head";;
25184;icecat_25184;0;dropdown;"Product form";;
5248;icecat_5248;0;numerical;"Jug capacity";;L
18372;icecat_18372;0;numerical;"Detection temperature 1 (over)";;°C
17673;icecat_17673;0;;"3D over HDMI";;
15182;icecat_15182;0;;"Easy iron";;
16637;icecat_16637;0;;"Number of options";;
20086;icecat_20086;0;;"23/40 mm adapter";;
21264;icecat_21264;0;y_n;"Multiple buzzer";;
16935;icecat_16935;0;numerical;"Recommended hot water supply temperature";;°C
12146;icecat_12146;0;y_n;"Anti-suffocation cap";;
31250;icecat_31250;0;y_n;"Center mark";;
19128;icecat_19128;0;y_n;"Headset mode";;
5108;icecat_5108;0;text;"Media Manager";;
22173;icecat_22173;0;y_n;Disposable;;
7298;icecat_7298;0;dropdown;"Clock mode";;
29444;icecat_29444;0;y_n;"Removable dirt trapper mat";;
4585;icecat_4585;0;text;"Mini shaving head";;
26203;icecat_26203;0;y_n;"Removable headrest";;
13509;icecat_13509;0;numerical;"Packet buffer memory";;MB
10396;icecat_10396;0;numerical;"Transmitter current";;A
19503;icecat_19503;0;;"Charging current";;mA
14050;icecat_14050;0;;"Event browse";;
13176;icecat_13176;0;;"Rear cover colour";;
7967;icecat_7967;0;numerical;"Banana connector";;
25295;icecat_25295;0;numerical;"Number of bulbs per hue switch (max)";;
26257;icecat_26257;0;numerical;"Hot wire tip power";;W
31281;icecat_31281;0;y_n;"Highlight Suppression BLC (HSBLC)";;
9239;icecat_9239;0;dropdown;"Camcorder type";"There are various types of camcorder (personal video camera) e.g. handheld camcorder, shouldercam.";
14888;icecat_14888;0;;"Anti Burn-in technology";;
18793;icecat_18793;0;numerical;"Distance between centers";;mm
2669;icecat_2669;0;y_n;"Battery capacity indicator";;
18464;icecat_18464;0;;"Angle of view";;
7045;icecat_7045;0;numerical;"Height adjustment";;mm
27369;icecat_27369;0;numerical;"Stroboscope colour temperature";;K
16970;icecat_16970;0;ratio;"Shank size";;""""
24028;icecat_24028;0;y_n;"Hook-on chair";;
26199;icecat_26199;0;y_n;"Adjustable gear shifter";;
26151;icecat_26151;0;;"Sharpening stones";;
14308;icecat_14308;0;;"Optical SteadyShot capability";;
27297;icecat_27297;0;y_n;"Removable padded cups";;
31079;icecat_31079;0;numerical;Methionine;;%
6001;icecat_6001;0;text;"Fax phone features";;
7782;icecat_7782;0;y_n;"Anonymous call rejection";;
23610;icecat_23610;0;y_n;"Consumer infrared Rx sensor";;
12597;icecat_12597;0;;"D-box dimensions (WxDxH)";;mm
27530;icecat_27530;0;dropdown;"Wheel hub placement";;
18408;icecat_18408;0;y_n;"Rotating spout";;
1801;icecat_1801;0;numerical;"Switching capacity";"The data transfer capacity of the switch per second.";Gbit/s
27168;icecat_27168;0;y_n;"Safe to use";;
9189;icecat_9189;0;multi_dropdown;"Image sensor format";;
5416;icecat_5416;0;text;"ESP particle filter";;
22289;icecat_22289;0;multi_dropdown;"Convert angles from degrees to";;
9164;icecat_9164;0;multi_dropdown;"Storage media type";"Type of storage medium, like flash, hard disk drive, etc.";
11683;icecat_11683;0;;"Backlit LCD display";;
22425;icecat_22425;0;numerical;Buoyancy;;kg
9808;icecat_9808;0;text;"Drive type";"Type of drive e.g. manual, motorized.";
11104;icecat_11104;0;numerical;"Oscillation angle";;°
24119;icecat_24119;0;;"Water spray";;
11133;icecat_11133;0;2d;"Bass drum size";;""""
12128;icecat_12128;0;;"Side panel colour";;
5989;icecat_5989;0;text;"Shared memory (maximum)";;
5746;icecat_5746;0;numerical;"Maximum height";;cm
21686;icecat_21686;0;numerical;"Sound power level uncertainty";;dB
11230;icecat_11230;0;y_n;Corkscrew;;
21452;icecat_21452;0;numerical;"LLMF - end nominal lifetime";;%
12977;icecat_12977;0;;"AV cable adapter";;
4767;icecat_4767;0;range;"Learning frequency range";;kHz
7319;icecat_7319;0;y_n;"Temperature alarm";;
6529;icecat_6529;0;text;"Scan resolution presets";;
22144;icecat_22144;0;2d;"Axles distance";;mm
7172;icecat_7172;0;y_n;"Coarse screen";;
22597;icecat_22597;0;text;"Lipstick colour name";;
4957;icecat_4957;0;numerical;"Nominal power";;W
18183;icecat_18183;0;numerical;"Capacity (flour)";;kg
30451;icecat_30451;0;y_n;"Chamfered edge";;
26810;icecat_26810;0;y_n;Suspenders;;
25639;icecat_25639;0;numerical;"Dirt removal capacity";;g
25643;icecat_25643;0;y_n;"Sunlight required";;
21091;icecat_21091;0;text;"Ball material";;
4759;icecat_4759;0;numerical;"Number of settings";;
9694;icecat_9694;0;text;"Signal type";;
31528;icecat_31528;0;numerical;"Mesh panels weight";;g/m²
12798;icecat_12798;0;;"Reusable box";;
21785;icecat_21785;0;;"Embedded memory";;
11828;icecat_11828;0;y_n;"Off-mode charging";;
24560;icecat_24560;0;numerical;"Number of colour pencils";;
12811;icecat_12811;0;;"Docking stand for charging";;
25623;icecat_25623;0;numerical;"Burner cover 3 diameter";;mm
8841;icecat_8841;0;multi_dropdown;"Tablet function keys";;
836;icecat_836;0;numerical;"Print time (E-size media, Colour)";;s
28821;icecat_28821;0;numerical;"Shaft weight";;g
16907;icecat_16907;0;numerical;"Roll width";;mm
23206;icecat_23206;0;numerical;"Number of forks";;
17845;icecat_17845;0;dropdown;"Replacement bulb energy efficiency class (lowest)";;
3433;icecat_3433;0;numerical;"BD-ROM average random access time";;ms
13931;icecat_13931;0;numerical;"Video recording time";;min
13351;icecat_13351;0;;"Music source";;
6523;icecat_6523;0;text;"Scan speed (draft/quick)";;pps
29222;icecat_29222;0;dropdown;"Lens hood shape";;
24708;icecat_24708;0;numerical;"Hand cream volume";;ml
28776;icecat_28776;0;numerical;"Backlash (engineering)";;mm
8415;icecat_8415;0;dropdown;"Laser pointer colour";;
27926;icecat_27926;0;numerical;"Carbon monoxide (CO) level (nominal)";;%
8445;icecat_8445;0;numerical;"SP mode recording time";;h
11886;icecat_11886;0;;"Cushion material";;
29991;icecat_29991;0;y_n;"Top heating (oven 2)";;
9344;icecat_9344;0;y_n;"Free-to-air access";;
23791;icecat_23791;0;y_n;"Self inflating valve";;
1568;icecat_1568;0;numerical;"Physical resolution";;pixels
31433;icecat_31433;0;y_n;"Hypoallergenic inner pads";;
30428;icecat_30428;0;numerical;"Pouch depth";;mm
11256;icecat_11256;0;numerical;"Vibration emission (concrete)";;m/s²
28640;icecat_28640;0;y_n;"Light transformer";;
27417;icecat_27417;0;y_n;"Toilet brush";;
18378;icecat_18378;0;y_n;"Operated via iPhone/iPad";;
28013;icecat_28013;0;y_n;"Letter box";;
14358;icecat_14358;0;;"Auto mode";;
13072;icecat_13072;0;;"Mixing paddle material";;
10535;icecat_10535;0;y_n;"Smart and simple to use";"The Toyota Aygo Connect Multimedia system comes with practical features like hands-free calling and a portable TomTom navigation system that fits seamlessly into the foldable docking unit. The installation of the device into a top quality mounting system complements the attractive and stylish design of the dashboard.";
4575;icecat_4575;0;y_n;"Durable design";;
28470;icecat_28470;0;numerical;"Number of rod holders";;
23372;icecat_23372;0;numerical;"Number of eyes included";;
23017;icecat_23017;0;y_n;"Sleeping bag compartment";;
3602;icecat_3602;0;y_n;Letter;;
28220;icecat_28220;0;2d;"Compatible trampoline size";;mm
10884;icecat_10884;0;numerical;"Maximum detection depth (live cable)";;mm
27490;icecat_27490;0;y_n;"Smart card reader";;
21651;icecat_21651;0;y_n;"Protocol-based VLAN";;
14725;icecat_14725;0;y_n;"Wire cheese slicer";"Kitchen implement which has a thin sharp wire which can be used to cut cheese.";
27288;icecat_27288;0;numerical;"Compression point (1 dB)";;dBmW
18692;icecat_18692;0;dropdown;"Flash memory type";;
21138;icecat_21138;0;y_n;Unfiltered;;
2825;icecat_2825;0;y_n;"CD/AUX audio in";;
17863;icecat_17863;0;2d;"Maximum resolution (DVI)";;pixels
10214;icecat_10214;0;numerical;"Minimum working distance";;mm
22918;icecat_22918;0;numerical;"Supported desktop thickness (min) (clamp)";;mm
12006;icecat_12006;0;;"Front bezel colour";;
14590;icecat_14590;0;;"Dimensions (WxH)";;mm
18143;icecat_18143;0;numerical;"Mounting depth (max)";;mm
13220;icecat_13220;0;;"Shaving units per packaging";;
16068;icecat_16068;0;;"Microwave steam steriliser bag";;
2768;icecat_2768;0;numerical;"Ring diameter";;mm
16126;icecat_16126;0;y_n;"Hotel mode";;
27357;icecat_27357;0;dropdown;"Pinspot AC input frequency";;Hz
21361;icecat_21361;0;text;"Protein content (per serving)";;g
6386;icecat_6386;0;text;"Ext. 2";;
23492;icecat_23492;0;dropdown;"Triangle type";;
20949;icecat_20949;0;2d;"Included staples size (W x L)";;mm
24160;icecat_24160;0;;"Emergency file protection";;
28436;icecat_28436;0;numerical;"Number of hold open points";;
21601;icecat_21601;0;multi_dropdown;"Figure cut shape";;
6609;icecat_6609;0;text;"Adapter height";;mm
17442;icecat_17442;0;;"Quantity of wires";;
22689;icecat_22689;0;numerical;"Operating time (fixed light)";;h
9363;icecat_9363;0;numerical;"Number of positions";;
25719;icecat_25719;0;y_n;"Hardware included";;
1819;icecat_1819;0;numerical;"Page memory";;pages
9708;icecat_9708;0;multi_dropdown;"Character angle";;°
27863;icecat_27863;0;y_n;"Suitable for beach tennis";;
16798;icecat_16798;0;dropdown;"Bed cover material";;
18857;icecat_18857;0;y_n;"Docking station Dual Link DVI";;
19831;icecat_19831;0;;"EGO original code";;
12451;icecat_12451;0;;"Stainless steel wire beaters included";;
31403;icecat_31403;0;numerical;"Number of SAS host ports";;
28072;icecat_28072;0;y_n;"Alienware graphics amplifier port";;
15320;icecat_15320;0;y_n;"Plate storage";;
917;icecat_917;0;text;"CD/DVD maximum speed";;
24789;icecat_24789;0;numerical;"Number of business card pockets";;
14351;icecat_14351;0;;"Dolby Digital EX";;
10111;icecat_10111;0;y_n;"Intel® Wireless Display (Intel® WiDi)";"<b>Connect to TV Wirelessly</b>\nWith a few clicks, Intel® Wireless Display expands your screen’s potential, linking mobile devices and laptops to TV screens wirelessly. Stream family favorites and view personal experiences while turning your device’s small screen into a superior, sharable experience.";
21083;icecat_21083;0;text;"Supported wheelbase sizes";;mm
7664;icecat_7664;0;dropdown;"GPRS multislot class";;
20638;icecat_20638;0;;"Standard paper capacity";;
24498;icecat_24498;0;numerical;"Gas detection level";;%
13338;icecat_13338;0;dropdown;"Padding material";;
10448;icecat_10448;0;y_n;"Enhanced Positioning Technology";"Gives you uninterrupted navigation even in tunnels or highly built up areas";
13121;icecat_13121;0;;"Reversible disc for";;
11983;icecat_11983;0;;"Hair clipper";;mm
3573;icecat_3573;0;numerical;"Graphic speed";"The speed of graphic printing.";inch/min
4084;icecat_4084;0;numerical;"Recording time";;s
989;icecat_989;0;text;"Hard disk desktop or notebook?";;
18455;icecat_18455;0;;"Linked and in range indication";;
7671;icecat_7671;0;range;"Output current range";;A
23668;icecat_23668;0;y_n;"Chain cover included";;
2771;icecat_2771;0;y_n;"Left & right rotation";;
10921;icecat_10921;0;y_n;"Karaoke music disc included";;
2842;icecat_2842;0;text;"Correlated Colour Temperature (CCT) accuracy";;
2112;icecat_2112;0;text;"Model availability";;
21545;icecat_21545;0;numerical;"Motor velocity constant (KV)";;RPM/V
10294;icecat_10294;0;y_n;"Intel Local Control Panel";;
9386;icecat_9386;0;y_n;"Extra massage roller";;
5613;icecat_5613;0;text;"GTIN (outer carton)";;
28279;icecat_28279;0;y_n;"Carafe included";;
15172;icecat_15172;0;;"Sustained data transfer rate (max)";;MB/s
27948;icecat_27948;0;y_n;"Hospitality home menu";;
3447;icecat_3447;0;text;"Environmental monitoring";"The product can monitors environmental conditions.";
19206;icecat_19206;0;text;"Surface type";;
2797;icecat_2797;0;text;Linearity;;
16834;icecat_16834;0;;"WAV decoding";;
8728;icecat_8728;0;range;"Bass boost";;dB
11225;icecat_11225;0;y_n;"Vegetable spoon";;
30454;icecat_30454;0;text;"Short arm sizes";;mm
3443;icecat_3443;0;text;"Cooling - rack rear doors";;
12665;icecat_12665;0;multi_dropdown;"Distance system of measurement";"How the distance is measured e.g. metres (m), kilometres (km).";
13100;icecat_13100;0;;"Extra thick innerpot";;mm
31234;icecat_31234;0;dropdown;"Bathrobe length";;
22831;icecat_22831;0;numerical;"Maximum clamping thickness";;mm
7270;icecat_7270;0;numerical;"Tea cups capacity";;cups
22276;icecat_22276;0;numerical;"Maximum capacity (hanging folders)";;
13042;icecat_13042;0;;"Supported IR carrier frequency";;
13966;icecat_13966;0;;"Panel case included";;
19016;icecat_19016;0;numerical;"Master carton weight";;g
7164;icecat_7164;0;y_n;"Area calculation";;
6086;icecat_6086;0;text;"Recovery time";;
5522;icecat_5522;0;3d;"Blister dimensions (imperial)";;""""
6315;icecat_6315;0;text;"Scrub glove";;
16978;icecat_16978;0;numerical;Radius;;mm
1298;icecat_1298;0;text;"Camera multi shot";;
22947;icecat_22947;0;multi_dropdown;"Suitable for fire class";;
17271;icecat_17271;0;dropdown;"Laser colour";;
14981;icecat_14981;0;;"BD Wise Web";;
932;icecat_932;0;text;"Optical drive player software";;
2161;icecat_2161;0;numerical;"Recording density";"The density of written data";kbit/inch
25391;icecat_25391;0;;"Supported storage drives form factor (rear)";;
6148;icecat_6148;0;text;"Trio dot pitch";;
2325;icecat_2325;0;dropdown;"Processor socket";"Mechanical component(s) that provides mechanical and electrical connections between a microprocessor and a printed circuit board (PCB). This allows the processor to be replaced without soldering.";
